country_name,country_code,continent,region,population,life_expect,life_satisfaction,undernourishment,obesity,cbn_poverty,electricity,drinking_water_basic,sanitation_basic,clean_cooking_gbd,air_pollution_particles,air_pollution_ozone,uhc_who,dtp3,unmet_contraception,lower_secondary_school,unemployment_ilo,social_support,freedom,voice,stability,alcohol,HIV_unaids_untreated,gdp
Japan,JPN,Asia,Eastern Asia,127192857.1428571,83.72933797909408,5.912683691297259,2.5,4.076291712247579,1.706053,100,98.92280548428572,99.94282362,99.70410834285714,13.42824314285714,46.92643353571428,83.5,97.28571428571429,10.34428571428571,101.6484383333333,3.380000012261526,90.28354798044477,81.47039072854179,1.029557057789394,1.020784744194576,7.915,0.07428571428571427,40337.00621373999
Jordan,JOR,Asia,Western Asia,9099835.857142856,75.03128571428572,5.108552115304129,7.385714285714285,35.5515971760541,0.09040253000000001,99.81527600969586,99.00145291142857,97.47111288,99.9167168,33.44944977428571,56.06174990285714,60.5,98,8.064,71.46330166666667,14.49571418762207,82.15148619243077,74.0094678742545,-0.7457446455955505,-0.5155647652489799,0.69,0.06071428571428572,10415.57942600437
Kazakhstan,KAZ,Asia,Central Asia,17538145,71.72285714285714,5.848369189671107,2.5,20.57968954341932,1.75,100,94.98294841428572,97.72762783571429,86.69710224285714,21.43669537571429,44.28943657857143,72,95.57142857142857,9.677571428571428,111.1563528571429,5.027142797197614,89.79899542672294,78.9893090724945,-1.204448614801679,-0.1168451275942581,4.71,0.1225714285714286,24241.10607251826
Kenya,KEN,Africa,Sub-Saharan Africa,46856805.14285714,61.93314285714286,4.447485753468104,21.92857142857143,6.683774094129209,45.59931,46.55972181047713,58.18902161142857,32.29659010428571,12.59038265714286,26.82155415857143,34.74710593428571,53,89.28571428571429,13.57142857142857,89.967515,3.104714325496131,76.083162852696,76.73301356179374,-0.2117829067366464,-1.241118397031512,2.775,1.926918367346939,4155.952313265324
"Korea, Rep.",KOR,Asia,Eastern Asia,50936446.28571428,81.90940766550523,5.889759472438267,2.5,4.528853516648165,0.73776895,100,99.47274640857142,99.96133845285713,99.77449251428571,27.23124598571428,52.4993267,85.5,98.28571428571429,7.481714285714286,101.29043,3.329999991825647,78.48590697560992,60.40794508797782,0.704046939100538,0.2859182357788086,9.87,0.07428571428571427,38943.50168411363
Kyrgyz Republic,KGZ,Asia,Central Asia,5959957.142857143,70.68710801393729,5.221605028424944,6.014285714285714,15.94207662726766,39.751485,99.56142970493863,88.41551665428571,96.99631783285714,71.88449665714286,25.87151772142857,53.82806617714286,70,95.42857142857143,13.33,95.98748142857143,7.622285774775913,87.95166526521955,80.36444187164307,-0.4604125150612423,-0.724437279360635,6.925,0.1457142857142857,4787.167785626427
Lao PDR,LAO,Asia,South-eastern Asia,6797529.142857143,66.61985714285714,4.786209265391032,7.542857142857143,4.804060068922387,51.88698,87.24622998918805,77.54614895571429,69.53204409857143,5.364021814285716,21.88056344285714,41.94412569857143,46.5,82.57142857142857,15.25428571428571,73.02944,0.7782857162611825,70.1567272345225,89.88308608531952,-1.7204407283238,0.3540489066924368,10.385,0.1997142857142857,6496.69349800382
Latvia,LVA,Europe,Northern Europe,1978176.285714286,74.33693379790941,5.660560948508127,2.5,23.79150943013329,5.23,100,98.52508913857143,91.53895197285715,91.83800202857142,13.95344919,37.76501060285715,68,94.71428571428571,6.754857142857143,104.3267985714286,10.48714297158378,88.16135355404445,64.4913239138467,0.809189225946154,0.4752767639500755,12.705,0.3712244897959184,26710.23775623977
Lesotho,LSO,Africa,Sub-Saharan Africa,2122132.285714286,51.00457142857143,3.801752805709838,25.81428571428571,15.55730596004098,67.18385,31.79641968863351,70.55776311857143,40.60385028142857,40.25319681428572,31.29212883857143,41.22109093857143,47,88.57142857142857,12.24714285714286,71.75058833333333,23.92842864990236,78.33054661750793,74.29975271224976,0.06423104268365673,-0.09010349001203262,4.695,11.44989795918367,2584.812300109064
Liberia,LBR,Africa,Sub-Saharan Africa,4611842.714285715,59.99242857142857,3.837406063079834,36.55714285714286,9.534832898115903,38.38,15.46404893057688,72.55475103428572,17.10197189,3.700745785714285,49.67754989428571,38.12413835285714,38.5,74.42857142857143,28.48285714285714,48.057385,2.515428543090819,68.00398707389832,70.49034476280212,-0.1837501456694944,-0.4822375689234052,5.91,1.048163265306122,1564.269826484416
Lithuania,LTU,Europe,Northern Europe,2897273.714285714,74.63554006968641,5.95017147064209,2.5,26.46367198878245,1.9146977,100,96.5987853,92.26540305428571,95.73650620000001,11.80733924,36.48382878714285,66,93.14285714285714,11.55857142857143,104.6567428571429,9.432857172829756,92.30725424630302,61.01073707853045,0.9547523430415562,0.7996845756258283,14.3,0.1364081632653061,31094.04759349652
Luxembourg,LUX,Europe,Western Europe,569504.1428571428,82.11289198606272,6.994136810302734,2.5,22.56486221214509,0.115,100,99.92742882714286,97.61137652571429,99.7201355,10.58090394514286,42.23108332714285,83.5,99,2.015571428571429,114.5168228571429,5.844285692487445,91.2650500025068,89.22196286065238,1.562204684529986,1.370440449033465,13.06,0.06828571428571428,113874.0166689059
Madagascar,MDG,Africa,Sub-Saharan Africa,24877032.14285714,64.49442857142857,3.778092963354928,38.34285714285714,4.968359315695442,62.41785,22.90585817609516,48.89409591,10.33571051171429,1.210841971428573,19.13316601428571,32.00643168,31,66.57142857142857,17.11857142857143,48.60361142857143,1.463714276041304,66.94153802735465,53.30833281789507,-0.5021550697939736,-0.4787891720022474,1.925,0.2187755102040816,1518.772763638285
